ID,proportion_ADJ,proportion_ADV,proportion_INTJ,proportion_NOUN,proportion_PRON,proportion_PROPN,proportion_VERB,proportion_AUX,proportion_DET,proportion_ADP,proportion_CCONJ,proportion_SCONJ,proportion_NUM,proportion_PART,proportion_SYM,proportion_X
CVL01,0.0428571428571428,0.0857142857142857,0.0285714285714285,0.1142857142857142,0.0571428571428571,0.0142857142857142,0.0428571428571428,0.0285714285714285,0.0857142857142857,0.0571428571428571,0.0857142857142857,0.0,0.0,0,0.0,0.1285714285714285
OCM07,0.081081081081081,0.0585585585585585,0.009009009009009,0.1801801801801801,0.1081081081081081,0.0,0.0990990990990991,0.018018018018018,0.1441441441441441,0.1441441441441441,0.045045045045045,0.0225225225225225,0.0,0,0.0,0.0
LRE09,0.0444444444444444,0.0333333333333333,0.0,0.1944444444444444,0.1333333333333333,0.0,0.1333333333333333,0.0222222222222222,0.1555555555555555,0.1111111111111111,0.0388888888888888,0.0111111111111111,0.0,0,0.0,0.0
SOU01,0.0441176470588235,0.0661764705882353,0.0,0.1911764705882352,0.0919117647058823,0.0073529411764705,0.088235294117647,0.0477941176470588,0.1617647058823529,0.1360294117647058,0.0330882352941176,0.0036764705882352,0.0,0,0.0,0.0
UPS10,0.0476190476190476,0.0306122448979591,0.0034013605442176,0.173469387755102,0.173469387755102,0.0,0.1122448979591836,0.0408163265306122,0.1530612244897959,0.1224489795918367,0.0340136054421768,0.0272108843537414,0.0,0,0.0,0.0
HES01,0.0445859872611464,0.0764331210191082,0.0063694267515923,0.1019108280254777,0.1910828025477707,0.0,0.197452229299363,0.0127388535031847,0.1019108280254777,0.0764331210191082,0.0573248407643312,0.0254777070063694,0.0,0,0.0,0.0
NOR05,0.0452261306532663,0.050251256281407,0.0150753768844221,0.1758793969849246,0.1155778894472361,0.0100502512562814,0.1055276381909547,0.0301507537688442,0.1557788944723618,0.1155778894472361,0.0452261306532663,0.0301507537688442,0.0,0,0.0,0.0
SOU13,0.0632911392405063,0.0590717299578059,0.0042194092827004,0.1772151898734177,0.1054852320675105,0.0042194092827004,0.1097046413502109,0.0337552742616033,0.1476793248945147,0.1054852320675105,0.0379746835443038,0.0126582278481012,0.0,0,0.0,0.0
ALS04,0.0438247011952191,0.0796812749003984,0.0079681274900398,0.1752988047808765,0.1195219123505976,0.0039840637450199,0.1115537848605577,0.0358565737051792,0.1314741035856573,0.1195219123505976,0.0318725099601593,0.0318725099601593,0.0,0,0.0,0.0
NOR12,0.0423452768729641,0.0488599348534201,0.0,0.1856677524429967,0.1140065146579804,0.003257328990228,0.1465798045602606,0.0260586319218241,0.1400651465798045,0.1596091205211726,0.0293159609120521,0.003257328990228,0.003257328990228,0,0.0,0.0
